document,comment_id,comment,flausch
NDY-179,1534,Cant hold das,no
NDY-250,488,Schau mal nach '' Schlafoverall '' -s bei Amazon .. ich meine da gibt es einen relativ schlichten ( weiß ) --> Vllt. meinst du ja sowas in der Art .. ;D & Ich schlafe in Chillerhose & T-shirt ;D,no
NDY-247,522,Du gehst mir schon mit der Werbung ziiiieeeeeeemlich auf die Klötze !!,no
NDY-186,7006,Mein Lied 😄,no
NDY-179,1424,Frankfurt : D,no
NDY-208,5579,ja is klar zuerst einen runter geholt und dann ne Runde FIFA 😂 😂 😂,no
NDY-003,241,@Error1011 womöglich sinngemäß übersetzt ;),no
NDY-179,1756,Also euch kann man ja nur feiern wenn man unter 14 ist mit einer geistigen Behinderung Gesang - naija Reime - Haus Maus dazu sag ich nix mehr Ich weiß das es eine Parodie ist von daher muss es eine verarsche sein doch trotzdem muss ich euch kritisieren 👌 ah noch was ... Cool zu wissen wie viel Selbstbewusstsein ihr habt wenn ihr direkt nach einer Äußerung jmd igno stellt,no
NDY-179,1252,+ Simone Kostner Und du musst mal glaub ich lesen lernen da ist kein fehler 👌,no
NDY-186,7563,Macht Mal eine Parodie von shape of you,no
NDY-250,2619,Ich schlafe im Sommer mit Top und Unterhose und im Winter mit Pyjama . Lieeeebe ihn :),no
NDY-208,2283,Ich brauche 20 Minuten im Bad,no
NDY-208,309,"Deine Videos sind richtig hammer , habe dich erst entdeckt ! :D Dich werden noch viele abonnieren <3",yes
NDY-186,2903,cool,yes
NDY-246,9,Spricht du auch mal bei videos ? das vermiss ich irgendwie ... sont ganz ok,no
NDY-250,2053,pyjamaaaaaa ist cooooooool,no
NDY-003,947,ich mag das Lied * - * und ihr seid echt süß * - * macht weiter so ;),yes
NDY-208,83,Kev Music likegeil,no
NDY-208,5596,Bin ein Mädl und mir reichen 3 Taschentücher am Morgen nicht 😫 😜,no
NDY-179,3616,Ihr seid die besten i love lochis,yes
NDY-186,141,cool :),yes
NDY-186,3156,Warum eigentlich so wenig Auto Tune ?,no
NDY-003,283,richtig cool :) könnt voll gut singen 3 :D,yes
NDY-186,858,wieder maga geile songparodie <b> - </b> ich liebe euch . könnt ihr mir auf intagram folgen ? ♡,yes
NDY-003,2725,"Wenn du meinst ... wenn ich so überlege sollte ich dich verprügeln , aber das mache ich lieber nicht , sonst krieg ich noch stress wegen Tierquälerei .",no
NDY-179,1958,+ Du warst mein Held Fallen dir so wenige Gegenargoumente ein ? x ),no
NDY-250,2758,Haha nie ein foto veröffentlichen ? haha du hattest deinen onecie schon in videos an hahha :'D du sahst übrigens in dem video übelsssttttt hübsch aus :*,yes
NDY-250,1616,am samstag habe ich so einen einteiler-schlafanzug im accessorize entdeckt !,no
NDY-186,3820,hey würde mich mal wieder freuen wenn ihr ne Minecraft Parodie macht .. :),no
NDY-250,2006,Ich schlaf im pyjama :-),no
NDY-208,9832,10 bis 15 Minuten,no
NDY-208,198,Isabell Unicorn,no
NDY-003,304,ab 00:40 * . *,no
NDY-208,11619,15 Minuten,no
NDY-179,3739,Toll für dich :-\,no
NDY-186,5081,seit ihr Frankfurt oder Bayern,no
NDY-208,6018,Anais Bard ja,no
NDY-186,632,macht bitte als Parodie'cro Melodie',no
NDY-186,196,hamma geil,yes
NDY-003,3797,2018 ist immernoch gut 😍 😍 😍 😘 😘 😘,yes
NDY-003,1832,find ich i-wie auch =) ...,no
NDY-208,5972,ha ha ha 10 min später aber als heiko auf die uhr geckukt hat wahren es 6 min später 😂 😂 😂 😂 😂 😂 ha ha ha geiles video,yes
NDY-179,4413,isch 😂 😂 😂,no
NDY-208,6638,Maa_va Riva dann bin ich ab heute auch ein Junge 😂 😂 😂 😂 😂 😂,no
NDY-208,263,Sophia Koch ich auch,no
NDY-247,1182,Wie aufgeregt du einfach mal bist 😂 ❤,no
NDY-250,288,Ich finde pyjamas auch geil * . *,no
NDY-250,1895,sooo ein süßes video * - * :D,yes
NDY-003,1383,alter fucking hater !!! oder soll ich sagen neider ? :D,no
NDY-208,2160,Faktenfroh ?,no
NDY-179,3284,Heiko roman könnt ihr von james blunt postcards parodieren,no
NDY-208,3692,ich liebe euch ich war beim Konzert in ibk und ich gehe in münchen und ich hab euren pullover 2 t-shirts ein poster ein armband und eine kappe ich liebe euren kanal und euch und beim letzten Konzert hab ich geweint dass war mein erstes konzert ich hab euch mega doll lieb und würd mich freuen wenn ihr mich grüßt,yes
NDY-186,5151,Vom den hässlichen justin,no
NDY-179,1208,people help people ( von biddy ) :),no
NDY-274,160,Isch mag chronisch lesen auch :),no
NDY-186,524,gfffttfrrr,no
NDY-179,1910,<EMPTY-COMMENT>,no
NDY-208,1860,Wer genau hinschaut sieht beim Teil mit dem anziehen eine Uhr wo 11 Uhr angezeigt wird WASTED,no
NDY-208,9693,Wenn ich Schule habe das frühstücke ich garnicht,no
NDY-186,4284,geil,yes
NDY-179,1591,Es ist bei Manuel Neuer !!!!!!!,no
NDY-179,4044,+ DieLochis Dislike aus Prinzip,no
NDY-179,1316,"Echt coole Songparodie , ich finde die beste seit langem ) . Höre sie mich schon zum gefühlten 1 Mio. Mal an !!!! Ich liebe ech macht eingach weiter so !!!! 3 3 3",yes
NDY-186,2206,#snapchatarmy @heikolochmann @svea_crazy,no
NDY-208,2697,10 min,no
NDY-003,2656,gggggggggggggeeeeeeeeeeeeeeeeeeeiiiiiiiiiiiiiiiiiiiiiiiiillllllllllllllllllllllllllllllllllllll ;),yes
NDY-208,4310,Die morgen runtine von Mädchen stimmt Überhaupt nicht :D ps bin ein mädchen xd,no
NDY-186,293,kuckt mal bei mein kana vorbei der heißt Killer 10.000,no
NDY-179,357,Vc,no
NDY-179,4371,läuft bei euch bei dem Lied aber im positiven Sinne 😂 😂 😂 😂 😂,yes
NDY-186,6130,cool,yes
NDY-186,6994,#netflixAndChill,no
NDY-247,315,rose .. du hängst aber auch !,no
NDY-252,996,"Super Tipps und lieb , dass du deine Fans mitbeziehst ! :)",yes
NDY-179,337,Das Laptop ist richtig,no
NDY-179,2635,Beste,yes
NDY-208,6704,coooooool,yes
NDY-208,11930,Im Bad Brache ich ungefähr 5 - 10 min,no
NDY-250,824,pyjamahose und t-shirt oder langärmliges oberteil im winter,no
NDY-246,169,"@18O12OO9 hach , was bist du süß . Du scheinst den Sinn des Videos echt nicht zu verstehen . Reni möchte nicht , dass wir so rausgehen . aaaaaaaaaaarr , sowas liebe ich ja . Dumme Kommentare schreiben ( :",no
NDY-179,4930,"ich höre das Lied immer von vorne , ich Spule es immer zurück",yes
NDY-186,3246,macht mal wieder lochi vs lochi ☺,yes
NDY-208,5659,ich brauche 10 - 15 min im Bad,no
NDY-208,11108,Marie Arnoldi 😰 Da komm ich mit meinen 3Minuten nicht weit,no
NDY-208,8155,2 m,no
NDY-274,165,ich hätte das buch auch gelesen ^^ ich finde die iwie lustig ;D,yes
NDY-003,3018,Geil !,yes
NDY-252,348,Haha mir hat die Franzosin gefallen :D,yes
NDY-250,2104,Habe ein paar lustige PJs und lieeebe sie ! Auf jedem Fall ein Must Have ! :) ♥,no
NDY-186,4747,dof,no
NDY-186,587,+ DieLochis Wieso beschreibt der song meine Leb zzzzzzzz ... Was ich meine Leben xD,no
NDY-252,533,ich . finde du machst super tolle videos und deine tipps helfen mir immer weiter,yes
NDY-179,2391,"Zum einen persönliche Vorlieben , und vorallem sind die meisten einfach zu jung , haben in ihrem Leben zu wenig Musik gehört . Du hast sicher auch Musik gehört die dir heute peinlich wäre , als du jung warst . Natürlich hören sich die beiden auch nach der Bearbeitung noch grauenhaft an , was mich stört , und warum ich immer mal wieder vorbei schaue , ist das drumherum . Während sie ihr gutes Recht wahrnehmen , sich zu vermarkten , ändert sich nichts an ihren Ideen oder Texten , den diese Texte sind vlt. noch schlimmer als der Gesang , wobei das natürlich auch eine Sache der Zielgruppe ist . [ 1/2 ]",no
NDY-003,2363,cool soo cool cool cool,yes
NDY-250,1291,Boxershorts und sport-bh ^^,no
NDY-179,1114,Geiiill ❤,yes
NDY-252,10,"Deine Frisur sieht toll aus ! Könntest du dazu ein Tutorial machen ? :) Und auch wenn du es wahrscheinlich überhaupt nicht mehr hören kannst und ich normalerweise gar nicht der Ansicht bin , aber : In diesem Video hast du doch erhebliche Ähnlichkeit mit Mila Kunis . :D",yes
NDY-250,2567,ICH HAB AUCH SONEN PRIMARK EINTEILER UND DER IST SOOOOOOO GEIIL !!!!!!!!!!!!!!! * . *,no
NDY-186,7357,Ceren Ciftci genau wärst du 17 würdest du schreiben können xD,no
NDY-250,2098,"Du siehst so schön aus mit dieser Mütze * - * Und natürlich auch ohne , aber die gibt so das gewisse Etwas :)",yes
NDY-179,3032,gut seid ihr,yes
NDY-003,1053,die sind besser als ihr ;) geschmack habt ihr auch nicht oder was :D seit ihr neidisch auf sie ? ja seid ihr machts erstmal besser !!! ihr seit richtig gut ( ; ich mag euch,yes
NDY-208,10766,2.00 Min im Bad,no
NDY-186,1935,#snapchatarmy @heikolochmann @lochinatorcc,no
NDY-208,7427,Ich bin zwar ein Mädchen aber ich glaub aufstehen tu ich wie ein Junge 😂,no
NDY-208,611,mega 😂 😊,no
NDY-003,2844,ihr seit sooooooooooooooo süß,yes
NDY-247,722,du bist ja wirklich voll der gute mensch :O,yes
NDY-208,6944,5std lang,no
NDY-247,1330,Oh gott dein erstes Video das ist richtig süß 💖,yes
NDY-020,896,Du bist sehr schön .,yes
NDY-208,10862,lol ich brauch um die 2 h 😂,no
NDY-003,3501,mein herz spielt spielt verükt denn heiko ist sooooooooooooo süß =) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ),yes
NDY-247,441,des frauen-parfüm hasch du dreiviertels selbst verbraucht und den rest verschenksch so ... luschtig,no
NDY-250,759,"Bei amazon gibt es viele modelle , einfach in die Suchleiste einteiler schlafanzug eingeben :)",no
NDY-003,2201,hey ihr zwei das hört sich wirklich gut an ich mag euch jetzt schon also so gut wue ihr war noch keiner,yes
NDY-208,10705,Mein Bruder braucht 3 Stunden im Bad,no
NDY-208,5716,1:50 so 10 mins boy,no
NDY-186,1397,#Snapchatarmy @heikolochmann @melissacooper99,no
NDY-250,547,Ich schlafe immer mit Top und Boxershirts,no
NDY-208,1486,20minuten,no
NDY-186,6474,och brauch auch schlaf ey,no
NDY-246,241,ÄHÄ,no
NDY-208,1042,ich brauch 10 min . bis ich aus denn Bett komme,no
NDY-208,8465,Its Nele ich auch,no
NDY-208,2794,5:36 ok,no
NDY-208,7782,2stunden,no
NDY-186,832,Gutes Video,yes
NDY-208,4525,Ich brauche ca. 20 min im Bad,no
NDY-003,1229,besucht mal unser CHANNEL für die etwas andere parodie wir hoffen es gefällt euch BITTE ABONNIERT UND LIKEN !!! LIEBE GRÜßE LA ROSA BANANA TEAM YYYYYYYYYYYYEEEEEEEEEEEEEEAAAAAAAAAAAAAAAAAHHHHHHHHHH !!,no
NDY-003,1501,ich finde das video echt geil und den roman oder wie der in der grauen jacke heisst muss ich ehrlich sein ich finde dich echt süss - . -,yes
NDY-003,2136,ihr könnt einfach singen weiter so hört nich was andere über euch redet macht weiter so und bleibt so wie ihr seit !!,yes
NDY-247,230,this language is called german,no
NDY-252,260,ich finde das eine echt gute idee dass du die videoantworten mit in dein videoeinbaust :),yes
NDY-186,7053,ihr sied mit müden augen besser aus ♥ ♥ ♥ und is besser als das originale,yes
NDY-208,9664,20 min,no
NDY-208,671,"Let'slaura weil Roman dort öfters gestreamt hat und gesagt hat das Heiko in seinem Zimmer ist und Roman hat Mozart über seinem Bett hängen UND in einer Bestrafung wo Heiko Roman geweckt hat , hat man auch dieses ( also Romans ) Zimmer gesehen 😂 😊",no
NDY-208,5366,30 minuten,no
NDY-208,6102,Brauch 10 min im bad 😂,no
NDY-208,368,Ich bin zwar ein mädschen aber in dem viedeo bin ich genauso wie jungs ( wenn es nach dem viedeo geht ),no
NDY-186,401,<EMPTY-COMMENT>,no
NDY-274,12,Mir hat die Review gut gefallen :),yes
NDY-247,1010,jaa,no
NDY-208,2261,brauch 10 min,no
NDY-003,1813,mach es besser und nimm es auf stells auf youtube dann sehen wir mal ;),no
NDY-208,9156,Ich Brauch mindestens 10 min,no
NDY-208,4671,ich brauche im Bad 2sh,no
NDY-003,405,@49VartoLooo HAHA DU BIST EIN HATER xDDDDD,no
NDY-186,538,ihr könnte eine Parodie von dem Lied waht du jo mean,no
NDY-179,336,laptop :D,no
NDY-186,7271,İch brauche auch Schlaf Da ich Heute Um 5:00 Morgens Aufgestanden Bin Alter 😂 😂 😂 😂 😂,no
NDY-186,4985,ihr schreibt so geille songs ♥ ♥,yes
NDY-186,1491,Fabian echt nice das du bist,yes
NDY-186,4876,coooool richtig cool,yes
NDY-208,3314,Ich tanze ganz sicher morgens NICHT aus meinem Betr 😂,no
NDY-186,5649,Die lochis sind der hammer !,yes
NDY-208,606,ich bin ein Mädchen und wenn ich Schule hab dann so 7 min und Wochenende 15 min OK bin auch 10 Jahre alt,no
NDY-186,3823,und ich bin verliebt in heiko 😘,yes
NDY-208,6066,15 min duschen haare machen und Zähne putzen,no
NDY-003,503,@TheCrashyman ja ...,no
NDY-208,9387,Schulzeit im Bad 3 min,no
NDY-020,966,isso,no
NDY-179,3706,weiter so :),yes
NDY-003,3761,Ich 2017 wie gross sie geworden sind wahr auf dem Konzert in ge 💕 👌 😨,yes
NDY-208,5399,Ich brauche 10 m im bad,no
NDY-208,9541,1 Stunde,no
NDY-003,891,OMG,yes
NDY-186,4045,dumm,no
NDY-179,3285,üarodiert ma den song all me maby vin ytitty macht da ma was besseres draus,no
NDY-186,5629,Roman gut ge songen,yes
NDY-186,4236,Haha,no
NDY-186,5710,mach ich immer ! 👍,yes
NDY-208,6050,Ich brauche 30 min,no
NDY-208,6070,30 min .,no
NDY-208,921,Ich brauch im Bad ungefähr 1:30 stumden,no
NDY-179,1755,Kauft euch ein neues lade kabel batumtzzzz,no
NDY-179,452,Was ist mit heikosbude,no
NDY-250,1132,Ohh du bist richtig Hüpsch mit der mütze und unbedingt eye tutorial !,yes
NDY-186,6815,Roman sieht so süß aus 💜 💜,yes
NDY-179,1792,Ich like´s auf Google +,no
NDY-186,2747,#SnapchatArmy @heikolochmann @lisschen . m2000 Würde mich echt sehr freuen ! 💘 💋,no
NDY-208,3731,Wenn ich dusche dann brauche ich eine halbe Stunde ind wenn ich Zöhne putze dann brauche ich 10 min und wenn ich auf clo gehe dann einpa Sikunden beim,no
NDY-003,2285,maaaaaaaaaan alter ich habt eine hammer stimme alter macht so weiter was die anderen deppen komentieren die sollens selbst mal nach machen ihr seid geil,yes
NDY-252,811,Das Video war der hammer ! : o es waren viele unterschiedliche tipps dabei und somit kann man viel ausprobieren :) sehr schön :) LG aus NRW :),yes
NDY-003,2666,Dieser Kommentar ist schrecklich ...,no
NDY-250,2541,T-shirt / Top und Unterhose ^^,no
NDY-003,2065,ich geb dir recht ;) aber ich denk die beiden sind Zwillinge ... also dürfen sie gleich aussehen :D,yes
NDY-247,995,+ ZeBa Wenn es nur an ihn gerichtet ist schreib ihm ne PN . obviously ...,no
NDY-208,2351,Geiles video 😂 🤗,yes
NDY-208,974,Ich brauche nur 20 min im Bad & ' ihr denkt doch nicht im ernst das wir Mädchen morgens so motiviert sind ?! 😂 💗,no
NDY-250,344,"Ich habe Nachthemden , Kurze Schlafhosen , lange Schlafhosen , enge alte T-shirts , Schlabber T-shirts und sogar einen Schlafanzug im 70er Jahre Stil . Hose geht mit einem dicken bund bis zur Taille , das Oberteil ist kürzer geschnitten mit einem dicken kragen alles aus ganz weichem Stoff . Ab und zu benutze ich die Sachen ab und zu benutze ich sie nicht . Manchmal Schlafe ich auch komplett mit Klamotten ein , wenn ich ganz dolle müde bin .",no
NDY-208,1098,gutes Video,yes
NDY-208,3457,Romana Beck Becl ich brauche ich brauche ein Bad Boy 5 oder 4 Minuten BR 5,no
NDY-179,1948,1. sie sind mega hübsch 2. sie schreiben die texte alleine 3. sie machen die ganzen videos alles alleine 4. es ist alles ein mega großer aufwand 5. sie sind einfach nur krass gail <b> - </b> . 6. sie können übel gut singen 7. sind nett 8. diese verfickten hater 9. lasst eure scheiße kommentare 10. ich liebe euch + Roman Lochmann + Heiko Lochmann,yes
NDY-020,879,Wow ... Das ist so krass ... Oh mein Gott ... Das ist richtig gut * <del> * hab so eine Gänsehaut echt mega geil * </del> * 3,yes
NDY-186,2519,ihr seid cool,yes
NDY-208,6834,5:37 Alles klar ....,no
NDY-186,5126,hi,no
NDY-020,361,du hast voll recht wunderhübsch aber du bist auch megaa hübsch,yes
NDY-208,10186,Ich brauch ne halbe stunde,no
NDY-186,4071,bin ich im Video,no
NDY-003,607,Woa was habt ihr alle * - * is doch sau geil ;DD,yes
NDY-285,51,ich auch ! 11,yes
NDY-208,2184,trägt Roman wirklich eine Brille,no
NDY-179,3254,Mein Aku ist weck 😪,no
NDY-252,64,richtig gelungens video :) daaruum-communitypower :),yes
NDY-020,544,Wirklich gut gemacht !,yes
NDY-208,3563,wie heißt das lied von Heikos Wecker ?,no
NDY-208,10215,10 stunden,no
NDY-208,5822,Was eine sexistische Scheiße ... 😖,no
NDY-186,7307,ich libe die lochis,yes
NDY-208,972,ich brauche meistens 30 - 40 Minuten im Bad 😂 😂 😂,no
NDY-208,4727,so gute 2 Stunden,no
NDY-208,11527,10 - 20 Minuten,no
NDY-186,5700,grieschistudios machen da mit,no
NDY-208,8374,10 Minuten inklusive Zähne putzen,no
NDY-003,3189,jeder verändert sich wenn mann älter wird ....,no
NDY-252,423,die aus frankreich war ja mal total süß ! Das pickel ;) ♥,yes
NDY-208,6530,5 bis 10 Minuten,no
NDY-186,6211,Melissa Weisheit neija alles beast ein,no
NDY-208,3861,Ich brauche eine halbe Stunde im Bad .,no
NDY-208,971,"bei mir ist es immer unteschiedlich , wenn ich beim duschen Musik höre dann brauch ich 20 - 30 Minuten 😂 😂 ohne Musik dann ganz kurz und dann denken meine Eltern nur : warst du WIRKLICH duschen oder hast du nur so getan 😂",no
NDY-186,4632,halt die fresse,no
NDY-179,2368,Zum Glück kommen die Lochis nicht nach Stuttgart mit ihrer Tour ...,no
NDY-003,3117,Immer wenn ich euch singen höre dann spielt mein Herz verrückt oder wenn ihr lachen müsst,yes
NDY-250,2352,"Na ja wenn man denjenigen nicht gut kennt dann schon , das kann ich verstehen . Aber ich persönlich lege mich nur fremde betten wenn ich weiß dass sie frisch bezogen sind . =P Und in mein Bett lasse ich auch nicht so gerne jemanden , insofern kann ich da nackt schlafen wie ich will ;)",no
NDY-179,1932,+ Die Glamour Girlys Aha,no
NDY-208,3803,CUTE Unicorn ich habe das gleiche Bild gespeichert . 😂,no
NDY-247,1667,Vielen dank für 25 Abonnenten 😂 😂 😂 😂 😂,no
NDY-208,208,Alpha Kevin OMG ICH AUCH RICHTIG LUST AUF PARODIE VON DIELOCHIIIIIS ❤ ❤ ❤ ❤ ✌ ✌ ✌ 😙 😙 😙,yes
NDY-208,8484,Stella Love aber warum fängt sie dan dan an,no
NDY-252,358,"Tolles Video Daaruum und wahnsinnige Verlosung ! Ich kämpfe schon ewig mit Pickeln und besonders Pickelmale machen mir zu schaffen ! - . - Ich wollte mir schon immer was von Vichy kaufen um mal zu testen ob wenigstens das was hilft es war mir dann aber doch immer zu teuer , es wäre toll zu gewinnen ! Liebe Grüße ♥ :)",yes
NDY-186,5627,Ist euch richtig gut gelungen ♡ Hdl Heiko ♡ ♡,yes
NDY-186,5458,ihr seid die besten,yes
NDY-208,2203,3 oder 4 Stunden ☺,no
NDY-208,1859,geiles Vidio so wie immer,yes
NDY-186,3537,nice noch sone parodi,yes
NDY-208,4283,5 minuten im Bad 😂 😂 mit duschen 25 😂 😂,no
NDY-252,772,Danke für die Verlosung :) und die Tipps,yes
NDY-186,4927,das ist so geil,yes
NDY-179,3316,Hasthag parodie von Ytitty,no
NDY-208,9586,Ich brauche ! 1Stunde im Bad,no
NDY-003,1592,Sie übersetzen es aber so dass es auch zur Melodie passt .,no
NDY-186,5353,wow das ist cool das ihr so gut singen könnt,yes
NDY-247,938,"Zwar schüchtern , aber bei weitem nicht so überheblich wirkend wie bei den jetztigen . Trotzdem tolle Tipps .",yes
NDY-186,6620,ich liebe euch ihr seit soo toll,yes
NDY-208,3654,5 Minuten ( bin ein Mädchen ),no
NDY-250,2517,in diesen video sihst du richtig aus wie das mädchen aus dem easy viedeo,no
